text1,labels
Indicators of compromise MITRE ATT&CK techniques  Modify existing service Code signing File deletion Deobfuscate/decode files or information System information discovery Process discovery Service execution RunDLL32 Scripting Command-line Interface Data from local system Automated exfiltration Data encrypted Commonly used port Bypass user account control  Hashes  fe32d29fa16b1b71cd27b23a78ee9f6b7791bff3 f684e15dd2e84bac49ea9b89f9b2646dc32a2477 1d280a77595a2d2bbd36b9b5d958f99be20f8e06 19d9573f0b2c2100accd562cc82d57adb12a57ec f90a2155ac492c3c2d5e1d83e384e1a734e59cc0 9b832dda912cce6b23da8abf3881fcf4d2b7ce09 f3b62fea38cb44e15984d941445d24e6b309bc7b 66d2cea01b46c3353f4339a986a97b24ed89ee18 7113aaab61cacb6086c5531a453adf82ca7e7d03 d41daba0ebfa55d0c769ccfc03dbf6a5221e006a 25f4819e7948086d46df8de2eeeaa2b9ec6eca8c 35ab747c15c20da29a14e8b46c07c0448cef4999 e87de3747d7c12c1eea9e73d3c2fb085b5ae8b42 0e4a7c0242b98723dc2b8cce1fbf1a43dd025cf0 bca861a46d60831a3101c50f80a6d626fa99bf16 01530adb3f947fabebae5d9c04fb69f9000c3cef 4229896d61a5ad57ed5c247228606ce62c7032d0 4c7e975f95ebc47423923b855a7530af52977f57 5a6ad7a1c566204a92dd269312d1156d51e61dc4 1dc50bfcab2bc80587ac900c03e23afcbe243f64 003e21b02be3248ff72cc2bfcd05bb161b6a2356 9b7c3c48bcef6330e3086de592b3223eb198744a 85e2453b37602429596c9681a8c58a5c6faf8d0c  Domains  ftp.byethost31.com ftp.byethost11.com 1113427185.ifastnet.org navermail.byethost3.com nihon.byethost3.com,['T1048']
IOCs Domain supservermgr[.]com URL hxxp://supservermgr[.]com/sys/upd/pageupd.php Zebrocy d697160aecf152a81a89a6b5a7d9e1b8b5e121724038c676157ac72f20364edc cba5ab65a24be52214736bc1a5bc984953a9c15d0a3826d5b15e94036e5497df 25f0d1cbcc53d8cfd6d848e12895ce376fbbfaf279be591774b28f70852a4fd8 115fd8c619fa173622c7a1e84efdf6fed08a25d3ca3095404dcbd5ac3deb1f03 f27836430742c9e014e1b080d89c47e43db299c2e00d0c0801a2830b41b57bc1 5b5e80f63c04402d0b282e95e32155b2f86cf604a6837853ab467111d4ac15e2 dd7e69e14c88972ac173132b90b3f4bfb2d1faec15cca256a256dd3a12b6e75d Koadic abbad7acd50754f096fdc6551e728aa6054dcf8e55946f90a02b17db552471ca User Agents Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648; InfoPath.1) Mozilla/5.0 (Windows NT 6.1; WOW64) WinHttp/1.6.3.8 (WinHTTP/5.1) like Gecko Mozilla v5.1 (Windows NT 6.1; rv:6.0.1) Gecko/20100101 Firefox/6.0.1 IPs 185.25.51[.]198 185.25.50[.]93 220.158.216[.]127 92.114.92[.]102 86.106.131[.]177  DDE Docs 85da72c7dbf5da543e10f3f806afd4ebf133f27b6af7859aded2c3a6eced2fd5 8cf3bc2bf36342e844e9c8108393562538a9af2a1011c80bb46416c0572c86ff,['T1087']
"Malware  Capabilities  WINDSHIELD   Command and control (C2) communications via TCP raw sockets Four configured C2s and six configured ports – randomly-chosen C2/port for communications Registry manipulation Get the current module's file name Gather system information including registry values, user name, computer name, and current code page File system interaction including directory creation, file deletion, reading, and writing files Load additional modules and execute code Terminate processes Anti-disassembly   KOMPROGO   Fully-featured backdoor capable of process, file, and registry management Creating a reverse shell File transfers Running WMI queries Retrieving information about the infected system   SOUNDBITE   C2 communications via DNS Process creation File upload Shell command execution File and directory enumeration/manipulation Window enumeration Registry manipulation System information gathering   PHOREAL   C2 communications via ICMP Reverse shell creation Filesystem manipulation Registry manipulation Process creation File upload   BEACON (Cobalt Strike)   Publicly available payload that can inject and execute arbitrary code into processes Impersonating the security context of users Importing Kerberos tickets Uploading and downloading files Executing shell commands Configured with malleable C2 profiles to blend in with normal network traffic Co-deployment and interoperability with Metasploit framework SMB Named Pipe in-memory backdoor payload that enables peer-to-peer C2 and pivoting over SMB    Table 3: APT32 Malware and Capabilities APT32 operators appear to be well-resourced and supported as they use a large set of domains and IP addresses as command and control infrastructure",['T1041']
"Old Comnie Variant C2 Decoder      12345678910111213141516171819  import requestsimport sysimport redef decode(data):  o = """"  for c in data:    if c == ""*"":      o += "".""    elif c == ""|"":      o += "":""    elif c == ""+"":      o += "";""    else:      o += chr(ord(c)-49)  return or = requests.get(sys.argv[1])fd = r.textdata = fd.split(""++a++"")[1].split(""++a++"")[0]print(decode(data))       Samples Analyzed eed5945c36ba22a2531dd2d9dd7bc4e17e68544d512be75670919caf287c1b4a 8026442b812469e48ccd11611ab6eacdcb312a8f1aabd563b7f4cb4868315e16 c8951038fd53321661274e5a12532c3fb6f73c75fd75503a1089c56990658fef 48a1ce103e5bf47c47cc5ed40b2dc687ebaf3674d667419287bcb1d0b8d8dda6 e06b797a24fa03a77e0d5f11b0cf0f4f038e0a9ea04d4981d39148969349c79c 7282d0709449abe16457864f58157cac8d007571dc5d463d393d1ae2605d17e0 bf6ee8426245b167a69292e513c0841d818b310dda87daea649221f4e0afd1b3 62b98dde60cb4dd0d0088bde222c5c2c4c92560cccf4753f1ce94e044093ab85 756952652290ad09fe03c8674d44eab2077b091398187c3abcb6f1ddc462c32d 639a49390c6f8597d36ec0bd245efa1b4a078c0506fb515e577a40389b39a614 29ed6eb3c882b018c2bb6bf2f8eb15069dc5510ca119abebf24f09e3c91f10aa 0e8a4e4d5ca501bad25a730fb5de534fa324c6ac23e0a573524693f2d996d105 316a0c6849f183a1a52d0c7648e722c4ca85bd57b0804a147c0c8656b84bbdb9   Identified C2s 121.126.211[.]94:8080 113.196.70[.]11:80,8080 133.130.101[.]47:443 123.51.208[.]157:443;8000;8080   C2 Hosting URLs (DDR URLs) github[.]com/korlee5643 itsmonsee.tumblr[.]com allworldnewsway.blogspot[.]com",['T1043']
"Our observation of related actions here:    u ps start password stealing (Windows)   Ps_mps/ps_hwi start start password stealing (Linux, MIPS,  ARM)   uper_mps/uper_hwi start rewrite hook module with a new version and launch it (Linux, MIPS, ARM)   Nm_mps/nm_hwi start  –ban -middle Scan ports and retrieve banners on the router subnet  (Linux, MIPS,  ARM)   U fsget * 7 *.docx, *.pdf, *.doc * search for docs with the given filetypes (Windows)   S sinfo retrieve information on installed programs and launch commands: systeminfo, tasklist, ipconfig, netstat, route print, tracert www.google.com (Windows)   weap_mps/weap_hwi host188.128.123.52 port[25,26,110,465,995]  typetcpconnect DDoS on 188.128.123.52 (Linux, MIPS,  ARM)   weap_mps/weap_hwi  typesynflood port80 cnt100000 spdmedium host212.175.109.10 DDoS on 212.175.109.10 (Linux, MIPS,  ARM)    The issued commands for the Linux plugins suggest the attackers controlled infected MIPS/ARM devices. We want to pay special attention to the DDoS commands meant for these routers",['T1003']
"Previous related research: https://sec0wn.blogspot.com/2018/05/clearing-muddywater-analysis-of-new.html?m=1 https://reaqta.com/2017/11/muddywater-apt-targeting-middle-east/ https://blog.malwarebytes.com/threat-analysis/2017/09/elaborate-scripting-fu-used-in-espionage-attack-against-saudi-arabia-government_entity/ https://www.sekoia.fr/blog/falling-on-muddywater/  Decoy images by country Jordan     The Hashemite Kingdom of Jordan, Ministry of Justice (mwjo.doc) DAMAMAX.doc    Turkey     Turkey’s General Directorate of Security Turkey’s Directorate General of Coastal Safety        Turkey’s General Directorate of Security (Onemli Rapor.doc) Turkey’s Ministry of the Interior (Early election.doc)    Saudi Arabia Document signed by the Major General Pilot, commander of the Saudi Royal Air Force     KSA King Saud University (KSU) KSA King Saud University (KSU)    Azerbaijan İnkişaf üçün görüş.doc (meeting for development) Iraq     Iraqi Ministry of Foreign Affairs Government of Iraq, the Treasury of the Council of Ministers    Pakistan     ECP.doc National Assembly of Pakistan.doc        P.Police.doc     Afghanistan President.doc, E-government of Afghanistan Technical details Below is a description of the malware extraction and execution flow, starting from the initial infection vector, running VBA code via a macro and then dropping the PowerShell code that establishes command-center communications, sends victim system information and then receives commands supported by the malware",['T1071']
"RIPTIDE’s first communication with its C2 server fetches an encryption key, and the RC4 encryption key is used to encrypt all further communication",['T1573']
"Variable Name Description   gdu Google Drive URL for downloading files to the Google Drive account   gduu Google Drive URL for uploading files to the Google Drive account   gdue Google Drive URL for updating a file on the Google Drive account   gdo2t Google Drive URL used to get the OAUTH access_token   client_id The client_id for the OAUTH application   cs The client_secret for OAUTH   r_t The refresh_token for OAUTH    Table 6 Variables used to store settings needed to use Google Drive as a C2 To obtain an OAUTH access token to authenticate to the actor provided Google account, the Trojan sends an HTTP POST request to a URL stored in the gdo2t variable with grant_type, client_id, client_secret, and refresh_token fields added to the HTTP header and in the POST data",['T1102']
"Year  Country  Industry  Malware  2014  Vietnam  Network Security  WINDSHIELD  2014  Germany  Manufacturing  WINDSHIELD  2015  Vietnam  Media  WINDSHIELD  2016  Philippines  Consumer products  KOMPROGO WINDSHIELD SOUNDBITE BEACON   2016  Vietnam  Banking  WINDSHIELD  2016  Philippines  Technology Infrastructure  WINDSHIELD  2016  China  Hospitality  WINDSHIELD  2016  Vietnam  Media  WINDSHIELD  2016  United States  Consumer Products  WINDSHIELD PHOREAL BEACON SOUNDBITE  Table 1: APT32 Private Sector Targeting Identified by FireEye APT32 Interest in Political Influence and Foreign Governments In addition to focused targeting of the private sector with ties to Vietnam, APT32 has also targeted foreign governments, as well as Vietnamese dissidents and journalists since at least 2013",['T1068']
2 contains a "Destroy" plug-in that destroys data stored on victim hard drives by overwriting file contents.,['T1070.004']
A  .dll file is digitally signed by a certificate from AirVPN.,['T1553.002']
A  .dll that contains  is loaded and executed using DLL side-loading.,['T1574.002']
"A backdoor used by  created a Tor hidden service to forward traffic from the Tor client to local ports 3389 (RDP), 139 (Netbios), and 445 (SMB) enabling full remote access from outside the network.",['T1090.003']
abuses NTFS transactions to launch and conceal malicious processes.,['T1055.013']
"abuses the Windows DLL load order by using a legitimate Symantec anti-virus binary, VPDN_LU.exe, to load a malicious DLL that mimics a legitimate Symantec DLL, navlu.dll.",['T1574.001']
"accesses network share(s), enables share access to the target device, and copies an executable payload to the target system, and uses a  to execute the malware.",['T1021.002']
achieves persistence by adding a shortcut of itself to the startup path in the Registry.,['T1547.001']
achieves persistence by adding itself to the HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run Registry key.,['T1547.001']
achieves persistence by creating a Registry entry in HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run.,['T1547.001']
achieves persistence by making an entry in the Registry's Run key.,['T1547.001']
"achieves persistence by setting a Registry Run key, with the path depending on whether the victim account has user or administrator access.",['T1547.001']
actors have been known to copy files to the network shares of other computers to move laterally.,['T1021.002']
actors have been known to use the Sticky Keys replacement within RDP sessions to obtain persistence.,['T1546.008']
actors have used DLL side-loading. Actors have used legitimate Kaspersky anti-virus variants in which the DLL acts as a stub loader that loads and executes the shell code.,['T1574.002']
actors used the native  Windows task scheduler tool to use scheduled tasks for execution on a victim network.,['T1053.005']
"actors use  to schedule tasks to run self-extracting RAR archives, which install  or  on other victims on a network.",['T1053.005']
added Registry Run keys to establish persistence.,['T1547.001']
adds a .lnk file to the Windows startup folder.,['T1547.009']
adds a .plist file to the /Library/LaunchAgents folder to maintain persistence.,['T1543.001']
adds an entry to the rc.common file for persistence.,['T1037.004']
adds a new service named NetAdapter to establish persistence.,['T1543.003']
adds a Registry Run key for ctfmon.exe to establish persistence.,['T1547.001']
adds a Registry Run key for persistence and adds a script in the Startup folder to deploy the payload.,['T1547.001']
adds a Registry Run key to establish persistence.,['T1547.001']
adds Registry Run keys to achieve persistence.,['T1547.001']
A dropper used by  installs itself into the ASEP Registry key HKCU\Software\Microsoft\Windows\CurrentVersion\Run with a value named McUpdate.,['T1547.001']
A  file stealer can run a TaskScheduler DLL to add persistence.,['T1053.005']
"After copying itself to a DLL file, a variant of  calls the DLL file using rundll32.exe.",['T1218.011']
"A  Javascript backdoor added a local_update_check value under the Registry key HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run to establish persistence. Additionally, a  custom executable containing Metasploit shellcode is saved to the Startup folder to gain persistence.",['T1547.001']
A  macro deletes files after it has decoded and decompressed them.,['T1070.004']
A  malware sample adds persistence on the system by creating a shortcut in the user’s Startup folder.,['T1547.009']
A module in  collects information from the victim about installed anti-virus software.,['T1518.001']
An  downloader creates persistence by creating the following scheduled task: schtasks /create /tn "mysc" /tr C:\Users\Public\test.exe /sc ONLOGON /ru "System".,['T1053.005']
An  HTTP malware variant establishes persistence by setting the Registry key HKCU\Software\Microsoft\Windows\CurrentVersion\Run\Windows Debug Tools-%LOCALAPPDATA%\.,['T1547.001']
An older variant of  performs UAC bypass.,['T1548.002']
An  Port 22 malware variant registers itself as a service.,['T1543.003']
A  payload uses process hollowing to hide the UAC bypass vulnerability exploitation inside svchost.exe.,['T1055.012']
A  payload was packed with UPX.,['T1027.002']
appends a total of 64MB of garbage data to a file to deter any security products in place that may be scanning files on disk.,['T1027.001']
"A  tool can create a new service, naming it after the config information, to gain persistence.",['T1543.003']
A  tool can use a public UAC bypass method to elevate privileges.,['T1548.002']
attempted to trick targets into clicking on a link featuring a seemingly legitimate domain from Adobe.com to download their malware and gain initial access.,['T1598.003']
attempted to use RDP to move laterally.,['T1021.001']
attempts to add a shortcut file in the Startup folder to achieve persistence.,['T1547.009']
"attempts to add a shortcut file in the Startup folder to achieve persistence. If this fails, it attempts to add Registry Run keys.",['T1547.001']
attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,['T1548.002']
attempts to detect several anti-virus products.,['T1518.001']
attempts to disable UAC remote restrictions by modifying the Registry.,['T1548.002']
attempts to escalate privileges by bypassing User Access Control.,['T1548.002']
attempts to overwrite operating system files with image files.,['T1070.004']
A  variant has used DLL side-loading.,['T1574.002']
A  variant has used rundll32 for execution.,['T1218.011']
A  variant uses DLL search order hijacking.,['T1574.001']
A  VBA Macro sets its file attributes to System and Hidden.,['T1564.001']
A version of  introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,['T1027.001']
"Based on comparison of  versions,  made an effort to obfuscate strings in the malware that could be used as IoCs, including the mutex name and named pipe.",['T1027.005']
"Before writing to disk,  inserts a randomly generated string into the middle of the decrypted payload in an attempt to evade hash-based detections.",['T1027.001']
bypassed User Access Control (UAC).,['T1548.002']
bypasses UAC to escalate privileges by using a custom “RedirectEXE” shim database.,['T1548.002']
bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer (wusa.exe).,['T1548.002']
calls cmd.exe to run various DLL files via rundll32.,['T1218.011']
can add a new service to ensure  persists on the system when delivered as another payload onto the system.,['T1543.003']
can add or remove applications or ports on the Windows firewall or disable it entirely.,['T1562.001']
can alter the victim's proxy configuration.,['T1562.001']
"can attempt to run the program as admin, then show a fake error message and a legitimate UAC bypass prompt to the user in an attempt to socially engineer the user into escalating privileges.",['T1548.002']
can be added as a service to establish persistence.,['T1543.003']
can be launched by using DLL search order hijacking in which the wrapper DLL is placed in the same folder as explorer.exe and loaded during startup into the Windows Explorer process instead of the legitimate library.,['T1574.001']
can be used as a persistence proxy technique to execute a helper DLL when netsh.exe is executed.,['T1546.007']
can be used to delete files from the file system.,['T1070.004']
can be used to disable local firewall settings.,['T1562.001']
can be used to discover system firewall settings.,['T1518.001']
can be used to enumerate security software currently running on a system by process name of known products.,['T1518.001']
can be used to execute binaries on remote systems by creating and starting a service.,['T1569.002']
can be used to install browser root certificates as a precursor to performing man-in-the-middle between connections to banking websites. Example command: certutil -addstore -f -user ROOT ProgramData\cert512121.der.,['T1553.004']
can be used to schedule a task on a system.,['T1053.005']
"can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.",['T1548.002']
can change Internet Explorer settings to reduce warnings about malware activity.,['T1562.001']
can create a new service named msamger (Microsoft Security Accounts Manager).,['T1543.003']
can delete a specified file.,['T1070.004']
can delete files and directories.,['T1070.004']
can delete files and itself after infection to avoid analysis.,['T1070.004']
can delete files and optionally overwrite with random data beforehand.,['T1070.004']
can delete files off the system.,['T1070.004']
can delete files on the victim’s machine.,['T1070.004']
can delete files written to disk.,['T1070.004']
can delete itself or specified files.,['T1070.004']
can delete malware and associated artifacts from the victim.,['T1070.004']
can delete services from the victim’s machine.,['T1543.003']
can delete specified files.,['T1070.004']
can deliver "beacon" payloads for lateral movement by leveraging remote COM execution.,['T1021.003']
can disable Avira anti-virus.,['T1562.001']
can disable Microsoft Office Protected View by changing Registry keys.,['T1562.001']
can enable/disable RDP connection and can start a remote desktop session using a browser web socket client.,['T1021.001']
can enable remote desktop on the victim's machine.,['T1021.001']
can establish persistence by adding a Scheduled Task named "Microsoft Boost Kernel Optimization".,['T1053.005']
can establish persistence by adding Registry Run keys.,['T1547.001']
can establish persistence by creating a .lnk file in the Start menu.,['T1547.001']
can establish persistence by creating a .lnk file in the Start menu or by modifying existing .lnk files to execute the malware through cmd.exe.,['T1547.009']
can establish persistence by creating a scheduled task.,['T1053.005']
"can establish persistence by setting the value “Shell” with “explorer.exe, %malware_pathfile%” under the Registry key HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon.",['T1547.004']
can establish persistence through the system screensaver by configuring it to execute the malware.,['T1546.002']
can establish using a AppCertDLLs Registry key.,['T1546.009']
can establish using a Registry run key.,['T1547.001']
can execute a payload on a remote host with PowerShell. This technique does write any data to disk.,['T1059.001']
can execute commands remotely by creating a new schedule task on the remote system,['T1053.005']
can execute commands remotely by creating a new service on the remote system.,['T1569.002']
can execute PowerShell scripts.,['T1059.001']
can install a new service.,['T1543.003']
can install itself as a new service.,['T1543.003']
can load a DLL using .,['T1218.011']
can modify file or directory timestamps.,['T1070.006']
can modify service configurations.,['T1543.003']
can obtain information about security software on the victim.,['T1518.001']
can obtain information on installed anti-malware programs.,['T1518.001']
can open the Windows Firewall on the victim’s machine to allow incoming connections.,['T1562.001']
can perform pass the hash.,['T1550.002']
can run a command on another machine using .,['T1569.002']
can sniff plaintext network credentials and use NBNS Spoofing to poison name services.,['T1557.001']
can start a VNC-based remote desktop server and tunnel the connection through the already established C2 channel.,['T1021.001']
can terminate a specific process by its process id.,['T1543.003']
can timestomp files on victims using a Web shell.,['T1070.006']
can use a number of known techniques to bypass Windows UAC.,['T1548.002']
can use DCOM (targeting the 127.0.0.1 loopback address) to execute additional payloads on compromised hosts.,['T1021.003']
can use DDE to execute additional payloads on compromised hosts.,['T1559.002']
can use Mshta.exe to execute additional payloads on compromised hosts.,['T1218.005']
can use MSHTA to serve additional payloads.,['T1218.005']
can use process hollowing for execution.,['T1055.012']
can use Rundll32 to execute additional payloads.,['T1218.011']
can use Window admin shares (C$ and ADMIN$) for lateral movement.,['T1021.002']
can use Windows Authentication Packages for persistence.,['T1547.002']
can use WinRM to execute a payload on a remote host.,['T1021.006']
can wipe drives using  Remove-Item commands.,['T1070.004']
can write and execute PowerShell scripts.,['T1059.001']
"checks for anti-virus, forensics, and virtualization software.",['T1518.001']
checks for processes associated with anti-virus vendors.,['T1518.001']
checks for sandboxing libraries and debugging tools.,['T1518.001']
checks for the existence of anti-virus.,['T1518.001']
checks for the presence of Bitdefender security software.,['T1518.001']
collects Keychain storage data and copies those passwords/tokens to a file.,['T1555.001']
collects the keychains on the system.,['T1555.001']
"commonly created Web shells on victims' publicly accessible email and web servers, which they used to maintain access to a victim network and download additional malicious files.",['T1505.003']
configured its payload to inject into the rundll32.exe.,['T1218.011']
configures itself as a service.,['T1543.003']
contains a .NET wrapper DLL for creating and managing scheduled tasks for maintaining persistence upon reboot.,['T1053.005']
contains a cleanup module that removes traces of itself from the victim.,['T1070.004']
contains a collection of Privesc-PowerUp modules that can discover and exploit DLL hijacking opportunities in services and processes.,['T1574.001']
"contains a collection of Privesc-PowerUp modules that can discover and replace/modify service binaries, paths, and configs.",['T1543.003']
contains a command to collect information about anti-virus software on the victim.,['T1518.001']
contains code to delete files from the victim’s machine.,['T1070.004']
"contains junk code in its binary, likely to confuse malware analysts.",['T1027.001']
contains junk code in its functions in an effort to confuse disassembly programs.,['T1027.001']
contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,['T1548.002']
contains the getFirefoxPassword function to attempt to locate Firefox passwords.,['T1552.001']
contains UAC bypass code for both 32- and 64-bit systems.,['T1548.002']
contains unused machine instructions in a likely attempt to hinder analysis.,['T1027.001']
copies an executable payload to the target system by using  and then scheduling an unnamed task to execute the malware.,['T1053.005']
copies itself to disk and creates an associated run key Registry entry to establish.,['T1547.001']
copies itself to the Startup folder to establish persistence.,['T1547.001']
created a shortcut in the Windows startup folder to launch a PowerShell script each time the user logs in to establish persistence.,['T1547.001']
created a  that used regsvr32.exe to execute a COM scriptlet that dynamically downloaded a backdoor and injected it into memory.,['T1218.010']
created new Windows services and added them to the startup directories for persistence.,['T1543.003']
creates a backdoor through which remote attackers can create a service.,['T1543.003']
creates a backdoor through which remote attackers can delete files.,['T1070.004']
creates a Launch Agent on macOS.,['T1543.001']
"creates a new service that loads a malicious driver when the system starts. When Duqu is active, the operating system believes that the driver is legitimate, as it has been signed with a valid private key.",['T1543.003']
creates a new Windows service with the malicious executable for persistence.,['T1543.003']
creates a Registry key to ensure a file gets executed upon reboot in order to establish persistence.,['T1547.001']
creates a Registry Run key to establish persistence.,['T1547.001']
creates a scheduled task to establish by executing a malicious payload every subsequent minute.,['T1053.005']
creates a scheduled task to maintain persistence on the victim’s machine.,['T1053.005']
creates a scheduled task to run itself every three minutes.,['T1053.005']
creates a Windows service to establish persistence.,['T1543.003']
creates new services to establish persistence.,['T1543.003']
creates Registry keys to allow itself to run as various services.,['T1543.003']
creates run key Registry entries pointing to malicious DLLs dropped to disk.,['T1547.001']
creates scheduled tasks to establish persistence.,['T1053.005']
creates the following Registry entry: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Micromedia.,['T1547.001']
creates then deletes log files during installation of itself as a service.,['T1070.004']
"deleted many of its files used during operations as part of cleanup, including removing applications and deleting screenshots.",['T1070.004']
deleted the DLL dropper from the victim’s machine to cover their tracks.,['T1070.004']
deletes content from C2 communications that was saved to the user's temporary directory.,['T1070.004']
deletes data in a way that makes it unrecoverable.,['T1070.004']
deletes files using DeleteFileW API call.,['T1070.004']
"deletes one of its files, 2.hwp, from the endpoint after establishing persistence.",['T1070.004']
deletes shadow copies from the victim.,['T1070.004']
deletes the original dropped file from the victim.,['T1070.004']
digitally signed an executable with a stolen certificate from legitimate company AI Squared.,['T1553.002']
DLL side-loading has been used to execute  through a legitimate Citrix executable ssonsvr.exe which is vulnerable to the technique. The Citrix executable was dropped along with  by the dropper.,['T1574.002']
downloader code has included "0" characters at the end of the file to inflate the file size in a likely attempt to evade anti-virus detection.,['T1027.001']
downloads and executes PowerShell scripts.,['T1059.001']
downloads and installs Tor via homebrew.,['T1090.003']
downloads a PowerShell script that decodes to a typical shellcode loader.,['T1059.001']
drops a signed Microsoft DLL to disk.,['T1553.002']
"During the  installation process, it drops a copy of the legitimate Microsoft binary igfxtray.exe. The executable contains a side-loading weakness which is used to load a portion of the malware.",['T1574.002']
enables the Remote Desktop Protocol for persistence.,['T1021.001']
established persistence by adding a Shell value under the Registry key HKCU\Software\Microsoft\Windows NT\CurrentVersion]Winlogon.,['T1547.004']
establishes by infecting the Security Accounts Manager (SAM) DLL to load a malicious DLL dropped to disk.,['T1547.008']
establishes persistence by adding a Registry Run key.,['T1547.001']
establishes persistence by creating a shortcut.,['T1547.009']
establishes persistence by creating a shortcut in the Windows startup folder to run a script each time the user logs in.,['T1547.009']
establishes persistence by creating the Registry key HKCU\Software\Microsoft\Windows\Run.,['T1547.001']
establishes persistence by installing a new service pointing to its DLL and setting the service to auto-start.,['T1543.003']
establishes persistence in the Startup folder.,['T1547.001']
establishes persistence through a Registry Run key.,['T1547.001']
establishes persistence under the Registry key HKCU\Software\Run auto_update.,['T1547.001']
executes functions using rundll32.exe.,['T1218.011']
executes using regsvr32.exe called from the  persistence mechanism.,['T1218.010']
Find-AVSignature AntivirusBypass module can be used to locate single byte anti-virus signatures.,['T1027.005']
"For early  versions, the compilation timestamp was faked.",['T1070.006']
gains persistence by adding the Registry key HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunOnce.,['T1547.001']
has 2 methods for elevating integrity. It can bypass UAC through eventvwr.exe and sdclt.exe.,['T1548.002']
has access to destructive malware that is capable of overwriting a machine's Master Boot Record (MBR).,['T1070.004']
has a command to conduct timestomping by setting a specified file’s timestamps to match those of a system file in the System32 directory.,['T1070.006']
has a command to delete a file and deletes files after they have been successfully uploaded to C2 servers.,['T1070.004']
has a command to delete files.,['T1070.004']
has a command to delete its Registry key and scheduled task.,['T1070.004']
has a command to disable routing and the Firewall on the victim’s machine.,['T1562.001']
has a command to download an .exe and use process hollowing to inject it into a new process.,['T1055.012']
has a command to set certain attributes such as creation/modification timestamps on files.,['T1070.006']
has a command to write random data across a file and delete it.,['T1070.004']
has added persistence via the Registry key HKCU\Software\Microsoft\CurrentVersion\Run\.,['T1547.001']
has added Registry Run keys to establish persistence.,['T1547.001']
has added the path of its second-stage malware to the startup folder to achieve persistence. One of its file stealers has also persisted by adding a Registry Run key.,['T1547.001']
has a module for loading and executing PowerShell scripts.,['T1059.001']
has a module for performing remote desktop access.,['T1021.001']
has a plugin to detect active drivers of some security products.,['T1518.001']
has a tool that can locate credentials in files on the file system such as those from Firefox or Chrome.,['T1552.001']
has a tool that can run DLLs.,['T1218.011']
has attached a malicious document to an email to gain initial access.,['T1598.002']
has attempted to map to C$ on enumerated hosts to test the scope of their current credentials/context.,['T1021.002']
has been known to pack their tools.,['T1027.002']
has been known to remove indicators of compromise from tools.,['T1027.005']
has been launched by starting iexplore.exe and replacing it with 's payload.,['T1055.012']
has been loaded onto Exchange servers and disguised as an ISAPI filter (DLL file). The IIS w3wp.exe process then loads the malicious DLL.,['T1574.002']
has been loaded through DLL side-loading of a legitimate Citrix executable that is set to persist through the registry run key location: HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\ssonsvr.exe,['T1547.001']
has been packed with the UPX packer.,['T1027.002']
has bypassed UAC.,['T1548.002']
has commands to delete files and persistence mechanisms from the victim.,['T1070.004']
has compromised third parties and used compromised accounts to send spearphishing emails with targeted attachments to recipients.,['T1598.002']
"has copied its backdoor across open network shares, including ADMIN$, C$WINDOWS, D$WINDOWS, and E$WINDOWS.",['T1021.002']
has created forged Kerberos Ticket Granting Ticket (TGT) and Ticket Granting Service (TGS) tickets to maintain administrative access.,['T1550.003']
has created new services to establish persistence.,['T1543.003']
has created Windows tasks to establish persistence.,['T1053.005']
has deleted and overwrote files to cover tracks.,['T1070.004']
has deleted existing logs and exfiltrated file archives from a victim.,['T1070.004']
has deleted files associated with their payload after execution.,['T1070.004']
has deleted tmp and prefetch files during post compromise cleanup activities.,['T1070.004']
has delivered  and  by executing PowerShell commands through DDE in Word documents.,['T1559.002']
has delivered zero-day exploits and malware to victims via targeted emails containing a link to malicious content hosted on an uncommon Web server.,['T1598.003']
has delivered zero-day exploits and malware to victims via targeted emails containing malicious attachments.,['T1598.002']
has deployed a bootkit along with  to ensure its persistence on the victim. The bootkit shares code with some variants of .,['T1542.003']
"has detached network shares after exfiltrating files, likely to evade detection.",['T1070.005']
has detected security tools.,['T1518.001']
has disabled host-based firewalls. The group has also globally opened port 3389.,['T1562.001']
has distributed targeted emails containing links to malicious documents with embedded macros.,['T1598.003']
has distributed targeted emails containing Word documents with embedded malicious macros.,['T1598.002']
